Date,Order ID,Customer Name,Customer Segment,City,State,Product Category,Product Sub-Category,Units Sold,Unit Cost,Unit Price,Total Cost,Total Sales,Margin,Margin %
2024-06-02,ORD-1559,Jessica Singh,Business,Minneapolis,MN,Office Supplies,Staplers,60,229.14,246.03,13748.4,14761.8,1013.4,6.87%
2024-12-16,ORD-1560,Daniel Watson,Small Business,Seattle,WA,Furniture,Lamps,81,130.4,130.61,10562.4,10579.41,17.01,0.16%
2024-11-14,ORD-1561,Eric Turner,Enterprise,Denver,CO,Office Supplies,Binders,45,400.29,540.79,18013.05,24335.55,6322.5,25.98%
2024-12-09,ORD-1562,Maria Adams,Small Business,San Francisco,CA,Electronics,Smartwatches,50,384.4,540.68,19220.0,27034.0,7814.0,28.9%
2024-09-09,ORD-1563,Diana Singh,Enterprise,Atlanta,GA,Office Supplies,Notebooks,52,360.73,646.96,18757.96,33641.92,14883.96,44.24%
2024-06-08,ORD-1564,Paul Frank,Enterprise,New Orleans,LA,Office Supplies,Staplers,77,228.23,331.92,17573.71,25557.84,7984.13,31.24%
2024-04-05,ORD-1565,Paul Watson,Business,Miami,FL,Office Supplies,Envelopes,94,190.73,364.91,17928.62,34301.54,16372.92,47.73%
2024-11-24,ORD-1566,Sarah Adams,Business,Portland,OR,Office Supplies,Markers,18,471.75,507.22,8491.5,9129.96,638.46,6.99%
2024-11-11,ORD-1567,James Martinez,Consumer,Cleveland,OH,Office Supplies,Notebooks,55,4.54,7.51,249.7,413.05,163.35,39.55%
2024-05-17,ORD-1568,Paul Perez,Small Business,San Francisco,CA,Office Supplies,Pens,71,435.61,674.17,30928.31,47866.07,16937.76,35.39%
2024-04-10,ORD-1569,Robert Watson,Business,Miami,FL,Office Supplies,Markers,98,203.29,384.98,19922.42,37728.04,17805.62,47.19%
2024-02-12,ORD-1570,Emily Johnson,Small Business,Philadelphia,PA,Furniture,Lamps,6,290.79,355.85,1744.74,2135.1,390.36,18.28%
2024-11-10,ORD-1571,Anna Perez,Enterprise,Dallas,TX,Office Supplies,Staplers,36,454.94,900.37,16377.84,32413.32,16035.48,49.47%
2024-02-10,ORD-1572,Mark Davis,Enterprise,Miami,FL,Furniture,Sofas,47,163.35,262.11,7677.45,12319.17,4641.72,37.68%
2024-07-16,ORD-1573,Anna Evans,Consumer,Boston,MA,Furniture,Sofas,45,129.33,248.32,5819.85,11174.4,5354.55,47.92%
2024-01-03,ORD-1574,Diana Lee,Business,Minneapolis,MN,Office Supplies,Pens,64,31.3,54.98,2003.2,3518.72,1515.52,43.07%
2024-11-11,ORD-1575,Karen White,Consumer,Kansas City,MO,Electronics,Headphones,86,262.51,363.4,22575.86,31252.4,8676.54,27.76%
2024-08-31,ORD-1576,Olivia Watson,Consumer,Chicago,IL,Office Supplies,Envelopes,27,489.4,651.1,13213.8,17579.7,4365.9,24.83%
2024-10-20,ORD-1577,Olivia Rivera,Consumer,Phoenix,AZ,Office Supplies,Binders,81,510.71,788.82,41367.51,63894.42,22526.91,35.26%
2024-12-06,ORD-1578,Karen Johnson,Consumer,Boston,MA,Office Supplies,Markers,3,101.52,162.18,304.56,486.54,181.98,37.4%
2024-10-21,ORD-1579,Paul Frank,Small Business,Boston,MA,Electronics,Smartwatches,48,43.42,62.32,2084.16,2991.36,907.2,30.33%
2024-07-15,ORD-1580,Robert Brown,Consumer,New York,NY,Furniture,Cabinets,94,434.87,554.08,40877.78,52083.52,11205.74,21.51%
2024-07-20,ORD-1581,James Lee,Enterprise,Chicago,IL,Furniture,Lamps,27,446.23,524.4,12048.21,14158.8,2110.59,14.91%
2024-10-29,ORD-1582,Sarah White,Small Business,Kansas City,MO,Electronics,Laptops,50,207.09,372.47,10354.5,18623.5,8269.0,44.4%
2024-08-24,ORD-1583,Diana Hall,Business,Salt Lake City,UT,Electronics,Printers,76,452.43,888.96,34384.68,67560.96,33176.28,49.11%
2024-01-11,ORD-1584,Anthony Carter,Business,Indianapolis,IN,Furniture,Tables,58,44.66,58.77,2590.28,3408.66,818.38,24.01%
2024-03-04,ORD-1585,Sarah Frank,Small Business,Charlotte,NC,Office Supplies,Binders,37,9.61,9.75,355.57,360.75,5.18,1.44%
2024-01-28,ORD-1586,Olivia Evans,Business,Boston,MA,Electronics,Printers,72,339.07,559.44,24413.04,40279.68,15866.64,39.39%
2024-10-13,ORD-1587,Mike Martinez,Business,Columbus,OH,Furniture,Office Chairs,20,47.71,63.57,954.2,1271.4,317.2,24.95%
2024-06-19,ORD-1588,Anthony Carter,Business,San Diego,CA,Office Supplies,Envelopes,25,437.03,861.2,10925.75,21530.0,10604.25,49.25%
2024-09-12,ORD-1589,Anna Gonzalez,Enterprise,San Diego,CA,Office Supplies,Staplers,54,316.45,566.82,17088.3,30608.28,13519.98,44.17%
2024-04-19,ORD-1590,Paul Perez,Enterprise,Indianapolis,IN,Furniture,Tables,28,204.5,232.18,5726.0,6501.04,775.04,11.92%
2024-07-11,ORD-1591,Eric Frank,Consumer,Chicago,IL,Furniture,Office Chairs,84,423.1,569.2,35540.4,47812.8,12272.4,25.67%
2024-02-06,ORD-1592,James Carter,Enterprise,New York,NY,Furniture,Tables,65,338.73,629.66,22017.45,40927.9,18910.45,46.2%
2024-09-09,ORD-1593,Anthony Martinez,Consumer,Indianapolis,IN,Office Supplies,Pens,53,468.93,781.64,24853.29,41426.92,16573.63,40.01%
2024-09-28,ORD-1594,Karen Rivera,Consumer,Kansas City,MO,Office Supplies,Paper,94,309.32,596.37,29076.08,56058.78,26982.7,48.13%
2024-12-23,ORD-1595,Eric Chen,Business,Boston,MA,Furniture,Cabinets,91,107.56,189.13,9787.96,17210.83,7422.87,43.13%
2024-12-10,ORD-1596,Mark Watson,Enterprise,Phoenix,AZ,Office Supplies,Markers,57,33.67,55.06,1919.19,3138.42,1219.23,38.85%
2024-06-08,ORD-1597,David Gonzalez,Consumer,Cleveland,OH,Electronics,Headphones,32,231.37,263.52,7403.84,8432.64,1028.8,12.2%
2024-09-03,ORD-1598,Olivia Adams,Enterprise,Seattle,WA,Furniture,Tables,92,562.81,1115.77,51778.52,102650.84,50872.32,49.56%
2024-11-21,ORD-1599,Laura Adams,Consumer,Seattle,WA,Office Supplies,Markers,18,197.78,356.31,3560.04,6413.58,2853.54,44.49%
2024-03-20,ORD-1600,Nicole Brown,Consumer,Indianapolis,IN,Office Supplies,Staplers,91,420.41,456.79,38257.31,41567.89,3310.58,7.96%
2024-01-26,ORD-1601,Maria Perez,Consumer,Phoenix,AZ,Office Supplies,Envelopes,93,32.49,43.85,3021.57,4078.05,1056.48,25.91%
2024-06-15,ORD-1602,Mike Smith,Consumer,Cleveland,OH,Office Supplies,Staplers,94,226.89,386.72,21327.66,36351.68,15024.02,41.33%
2024-11-22,ORD-1603,Maria Anderson,Consumer,Miami,FL,Electronics,Laptops,45,15.46,20.31,695.7,913.95,218.25,23.88%
2024-11-24,ORD-1604,Robert Rivera,Enterprise,Boston,MA,Office Supplies,Markers,88,327.47,365.82,28817.36,32192.16,3374.8,10.48%
2024-06-12,ORD-1605,Jessica Lee,Enterprise,Minneapolis,MN,Office Supplies,Notebooks,21,302.37,532.52,6349.77,11182.92,4833.15,43.22%
2024-03-29,ORD-1606,Olivia Carter,Business,Nashville,TN,Office Supplies,Binders,9,590.56,1106.27,5315.04,9956.43,4641.39,46.62%
2024-03-27,ORD-1607,Sarah Green,Business,Portland,OR,Electronics,Smartphones,47,316.25,623.7,14863.75,29313.9,14450.15,49.29%
2024-11-20,ORD-1608,Mike Johnson,Small Business,Indianapolis,IN,Electronics,Laptops,85,449.23,746.9,38184.55,63486.5,25301.95,39.85%
2024-02-14,ORD-1609,Olivia Perez,Enterprise,Houston,TX,Office Supplies,Envelopes,12,282.44,316.06,3389.28,3792.72,403.44,10.64%
2024-11-02,ORD-1610,Linda Carter,Consumer,Indianapolis,IN,Office Supplies,Binders,97,576.85,1065.82,55954.45,103384.54,47430.09,45.88%
2024-08-06,ORD-1611,Mark White,Small Business,Indianapolis,IN,Electronics,Smartphones,87,218.98,418.87,19051.26,36441.69,17390.43,47.72%
2024-08-10,ORD-1612,Emily Smith,Business,Columbus,OH,Furniture,Sofas,52,229.0,261.93,11908.0,13620.36,1712.36,12.57%
2024-02-03,ORD-1613,Paul Hall,Consumer,Los Angeles,CA,Electronics,Headphones,5,272.18,290.36,1360.9,1451.8,90.9,6.26%
2024-07-06,ORD-1614,Jessica Carter,Enterprise,Minneapolis,MN,Electronics,Laptops,91,371.47,454.9,33803.77,41395.9,7592.13,18.34%
2024-04-23,ORD-1615,Diana Martinez,Business,Nashville,TN,Office Supplies,Pens,56,75.89,76.64,4249.84,4291.84,42.0,0.98%
2024-06-18,ORD-1616,Karen Johnson,Consumer,Detroit,MI,Office Supplies,Markers,96,214.9,415.59,20630.4,39896.64,19266.24,48.29%
2024-11-06,ORD-1617,David Lee,Enterprise,Phoenix,AZ,Office Supplies,Markers,57,332.01,413.54,18924.57,23571.78,4647.21,19.72%
2024-03-29,ORD-1618,Linda Perez,Consumer,New York,NY,Furniture,Sofas,67,215.06,372.72,14409.02,24972.24,10563.22,42.3%
2024-07-10,ORD-1619,Mike Gonzalez,Consumer,Dallas,TX,Office Supplies,Envelopes,67,363.97,402.28,24385.99,26952.76,2566.77,9.52%
2024-10-02,ORD-1620,David Brown,Enterprise,Nashville,TN,Electronics,Laptops,19,81.41,96.65,1546.79,1836.35,289.56,15.77%
2024-09-27,ORD-1621,Mike Martinez,Enterprise,Salt Lake City,UT,Furniture,Tables,67,19.39,28.84,1299.13,1932.28,633.15,32.77%
2024-01-05,ORD-1622,Anthony Watson,Small Business,Seattle,WA,Electronics,Monitors,42,7.3,8.4,306.6,352.8,46.2,13.1%
2024-03-25,ORD-1623,Maria Frank,Business,Miami,FL,Office Supplies,Staplers,64,560.32,660.34,35860.48,42261.76,6401.28,15.15%
2024-12-18,ORD-1624,Paul Frank,Consumer,Detroit,MI,Electronics,Monitors,67,174.05,190.89,11661.35,12789.63,1128.28,8.82%
2024-08-17,ORD-1625,Olivia Gonzalez,Business,Miami,FL,Furniture,Desks,36,467.77,488.85,16839.72,17598.6,758.88,4.31%
2024-05-08,ORD-1626,Maria Smith,Enterprise,Salt Lake City,UT,Furniture,Office Chairs,54,23.47,34.79,1267.38,1878.66,611.28,32.54%
2024-11-15,ORD-1627,Olivia Perez,Consumer,Kansas City,MO,Electronics,Printers,70,112.42,127.72,7869.4,8940.4,1071.0,11.98%
2024-12-27,ORD-1628,Mike Perez,Small Business,Portland,OR,Furniture,Sofas,75,165.81,220.11,12435.75,16508.25,4072.5,24.67%
2024-01-01,ORD-1629,Anna Rivera,Enterprise,Indianapolis,IN,Electronics,Smartwatches,84,514.56,629.94,43223.04,52914.96,9691.92,18.32%
2024-08-19,ORD-1630,Nicole Hall,Consumer,Miami,FL,Furniture,Office Chairs,37,387.92,390.7,14353.04,14455.9,102.86,0.71%
2024-06-09,ORD-1631,James Frank,Small Business,Dallas,TX,Furniture,Office Chairs,15,334.67,616.29,5020.05,9244.35,4224.3,45.7%
2024-12-16,ORD-1632,Eric Turner,Business,Detroit,MI,Electronics,Smartphones,31,277.46,390.59,8601.26,12108.29,3507.03,28.96%
2024-11-10,ORD-1633,Laura Adams,Business,Boston,MA,Furniture,Desks,29,205.42,400.1,5957.18,11602.9,5645.72,48.66%
2024-08-14,ORD-1634,Mark Evans,Enterprise,Salt Lake City,UT,Electronics,Headphones,64,572.56,807.38,36643.84,51672.32,15028.48,29.08%
2024-11-17,ORD-1635,Karen Frank,Business,Los Angeles,CA,Office Supplies,Pens,71,104.68,174.1,7432.28,12361.1,4928.82,39.87%
2024-09-07,ORD-1636,Daniel Gonzalez,Enterprise,Seattle,WA,Office Supplies,Markers,41,33.62,39.94,1378.42,1637.54,259.12,15.82%
2024-08-22,ORD-1637,Mark Green,Small Business,Nashville,TN,Furniture,Cabinets,14,4.64,8.6,64.96,120.4,55.44,46.05%
2024-09-09,ORD-1638,David Brown,Consumer,New York,NY,Electronics,Laptops,89,294.59,456.8,26218.51,40655.2,14436.69,35.51%
2024-08-02,ORD-1639,Robert Anderson,Small Business,Detroit,MI,Furniture,Cabinets,91,191.17,377.1,17396.47,34316.1,16919.63,49.31%
2024-06-03,ORD-1640,Linda Adams,Small Business,New Orleans,LA,Electronics,Printers,65,5.25,7.27,341.25,472.55,131.3,27.79%
2024-03-10,ORD-1641,Anna Gonzalez,Enterprise,Columbus,OH,Furniture,Lamps,1,220.31,358.59,220.31,358.59,138.28,38.56%
2024-01-16,ORD-1642,John Anderson,Consumer,Seattle,WA,Electronics,Smartphones,65,573.17,662.84,37256.05,43084.6,5828.55,13.53%
2024-06-29,ORD-1643,Linda Turner,Enterprise,Indianapolis,IN,Office Supplies,Markers,78,327.86,577.67,25573.08,45058.26,19485.18,43.24%
2024-01-07,ORD-1644,James Watson,Small Business,Dallas,TX,Furniture,Lamps,53,474.6,767.04,25153.8,40653.12,15499.32,38.13%
2024-09-11,ORD-1645,Robert Hall,Consumer,Phoenix,AZ,Furniture,Sofas,80,570.33,588.88,45626.4,47110.4,1484.0,3.15%
2024-08-03,ORD-1646,Daniel Rivera,Enterprise,Philadelphia,PA,Electronics,Monitors,53,141.5,158.61,7499.5,8406.33,906.83,10.79%
2024-06-03,ORD-1647,James Carter,Business,Portland,OR,Electronics,Headphones,73,565.35,1046.0,41270.55,76358.0,35087.45,45.95%
2024-03-31,ORD-1648,Mike Hall,Consumer,Charlotte,NC,Electronics,Printers,71,516.9,777.87,36699.9,55228.77,18528.87,33.55%
2024-12-03,ORD-1649,Linda Gonzalez,Consumer,Los Angeles,CA,Office Supplies,Staplers,5,475.68,873.84,2378.4,4369.2,1990.8,45.56%
2024-12-29,ORD-1650,Sarah Frank,Enterprise,Detroit,MI,Office Supplies,Notebooks,7,289.11,547.07,2023.77,3829.49,1805.72,47.15%
2024-06-11,ORD-1651,Maria Chen,Business,New Orleans,LA,Electronics,Smartwatches,41,517.63,669.64,21222.83,27455.24,6232.41,22.7%
2024-06-24,ORD-1652,David Perez,Small Business,Cleveland,OH,Office Supplies,Staplers,49,113.84,199.4,5578.16,9770.6,4192.44,42.91%
2024-06-29,ORD-1653,Laura Turner,Consumer,Chicago,IL,Office Supplies,Paper,10,172.52,193.97,1725.2,1939.7,214.5,11.06%
2024-10-03,ORD-1654,Maria King,Consumer,Dallas,TX,Office Supplies,Pens,86,55.87,62.13,4804.82,5343.18,538.36,10.08%
2024-03-07,ORD-1655,Mark Lee,Consumer,Los Angeles,CA,Electronics,Headphones,100,134.15,231.37,13415.0,23137.0,9722.0,42.02%
2024-09-30,ORD-1656,Laura Green,Consumer,Phoenix,AZ,Furniture,Lamps,56,552.56,883.77,30943.36,49491.12,18547.76,37.48%
2024-11-12,ORD-1657,John Frank,Enterprise,New York,NY,Furniture,Chairs,92,237.64,438.89,21862.88,40377.88,18515.0,45.85%
2024-07-07,ORD-1658,John Johnson,Enterprise,Columbus,OH,Office Supplies,Pens,36,22.11,42.82,795.96,1541.52,745.56,48.37%
2024-10-10,ORD-1659,Emily Turner,Enterprise,Portland,OR,Furniture,Desks,21,549.97,808.54,11549.37,16979.34,5429.97,31.98%
2024-12-30,ORD-1660,Anna King,Small Business,Phoenix,AZ,Office Supplies,Pens,51,588.96,1152.23,30036.96,58763.73,28726.77,48.89%
2024-12-14,ORD-1661,Robert Singh,Consumer,Kansas City,MO,Office Supplies,Binders,12,77.27,143.92,927.24,1727.04,799.8,46.31%
2024-10-01,ORD-1662,Michael Turner,Enterprise,Nashville,TN,Furniture,Chairs,15,187.55,269.91,2813.25,4048.65,1235.4,30.51%
2024-08-26,ORD-1663,Maria Lee,Small Business,Portland,OR,Electronics,Laptops,31,276.96,436.82,8585.76,13541.42,4955.66,36.6%
2024-11-02,ORD-1664,Mike Green,Small Business,New York,NY,Office Supplies,Notebooks,79,297.69,511.72,23517.51,40425.88,16908.37,41.83%
2024-12-09,ORD-1665,Linda Turner,Consumer,Charlotte,NC,Office Supplies,Envelopes,92,154.84,257.97,14245.28,23733.24,9487.96,39.98%
2024-03-11,ORD-1666,Daniel Watson,Small Business,Portland,OR,Furniture,Tables,78,523.67,561.17,40846.26,43771.26,2925.0,6.68%
2024-11-12,ORD-1667,John Gonzalez,Consumer,Atlanta,GA,Electronics,Laptops,44,372.99,562.27,16411.56,24739.88,8328.32,33.66%
2024-08-01,ORD-1668,David Watson,Small Business,Nashville,TN,Electronics,Printers,60,342.83,349.98,20569.8,20998.8,429.0,2.04%
2024-03-07,ORD-1669,Olivia White,Consumer,San Diego,CA,Electronics,Printers,4,29.98,52.26,119.92,209.04,89.12,42.63%
2024-08-28,ORD-1670,Emily White,Business,Boston,MA,Office Supplies,Pens,36,191.75,214.16,6903.0,7709.76,806.76,10.46%
2024-12-29,ORD-1671,Maria Perez,Enterprise,Detroit,MI,Furniture,Chairs,31,449.21,820.28,13925.51,25428.68,11503.17,45.24%
2024-09-21,ORD-1672,John Carter,Consumer,Dallas,TX,Office Supplies,Staplers,3,35.0,69.96,105.0,209.88,104.88,49.97%
2024-04-08,ORD-1673,Diana Turner,Business,Chicago,IL,Electronics,Smartphones,29,532.73,882.55,15449.17,25593.95,10144.78,39.64%
2024-09-28,ORD-1674,Laura Martinez,Small Business,Columbus,OH,Electronics,Smartphones,97,204.75,349.47,19860.75,33898.59,14037.84,41.41%
2024-11-22,ORD-1675,Michael Martinez,Consumer,Houston,TX,Furniture,Sofas,31,591.11,1072.13,18324.41,33236.03,14911.62,44.87%
2024-08-07,ORD-1676,Sarah Carter,Small Business,Philadelphia,PA,Office Supplies,Paper,79,289.3,480.62,22854.7,37968.98,15114.28,39.81%
2024-03-12,ORD-1677,Anthony Watson,Business,Indianapolis,IN,Furniture,Office Chairs,15,269.38,390.26,4040.7,5853.9,1813.2,30.97%
2024-09-03,ORD-1678,Michael Lee,Small Business,Indianapolis,IN,Furniture,Sofas,65,80.43,150.87,5227.95,9806.55,4578.6,46.69%
2024-01-31,ORD-1679,Nicole Adams,Business,Minneapolis,MN,Furniture,Office Chairs,72,61.63,98.14,4437.36,7066.08,2628.72,37.2%
2024-08-13,ORD-1680,Emily Chen,Enterprise,Columbus,OH,Electronics,Printers,35,372.39,440.58,13033.65,15420.3,2386.65,15.48%
2024-06-08,ORD-1681,John Carter,Consumer,Indianapolis,IN,Electronics,Laptops,38,367.23,720.42,13954.74,27375.96,13421.22,49.03%
2024-01-23,ORD-1682,James Watson,Small Business,Chicago,IL,Furniture,Tables,7,41.94,50.25,293.58,351.75,58.17,16.54%
2024-08-10,ORD-1683,Karen Perez,Enterprise,Columbus,OH,Electronics,Smartwatches,35,244.02,245.54,8540.7,8593.9,53.2,0.62%
2024-02-20,ORD-1684,John Adams,Consumer,Seattle,WA,Electronics,Smartphones,54,543.0,1000.96,29322.0,54051.84,24729.84,45.75%
2024-03-11,ORD-1685,Linda Turner,Business,Cleveland,OH,Office Supplies,Binders,17,150.22,150.89,2553.74,2565.13,11.39,0.44%
2024-03-22,ORD-1686,Diana White,Consumer,Chicago,IL,Electronics,Smartwatches,91,142.81,201.55,12995.71,18341.05,5345.34,29.14%
2024-05-24,ORD-1687,Daniel Singh,Enterprise,Los Angeles,CA,Office Supplies,Pens,40,209.58,240.28,8383.2,9611.2,1228.0,12.78%
2024-07-16,ORD-1688,John Rivera,Business,Philadelphia,PA,Furniture,Sofas,99,48.31,75.97,4782.69,7521.03,2738.34,36.41%
2024-09-18,ORD-1689,Karen Gonzalez,Small Business,Boston,MA,Electronics,Laptops,16,348.79,566.64,5580.64,9066.24,3485.6,38.45%
2024-04-13,ORD-1690,Anna Brown,Consumer,Seattle,WA,Electronics,Laptops,82,441.23,809.71,36180.86,66396.22,30215.36,45.51%
2024-07-08,ORD-1691,Jessica Carter,Small Business,Chicago,IL,Office Supplies,Staplers,84,572.45,781.29,48085.8,65628.36,17542.56,26.73%
2024-02-17,ORD-1692,Eric Turner,Consumer,Nashville,TN,Electronics,Smartphones,94,424.37,758.8,39890.78,71327.2,31436.42,44.07%
2024-11-28,ORD-1693,Michael Frank,Small Business,Kansas City,MO,Office Supplies,Envelopes,73,17.26,18.85,1259.98,1376.05,116.07,8.44%
2024-04-27,ORD-1694,Emily Rivera,Consumer,San Francisco,CA,Furniture,Chairs,18,79.15,84.1,1424.7,1513.8,89.1,5.89%
2024-03-02,ORD-1695,Michael Smith,Small Business,Los Angeles,CA,Furniture,Cabinets,15,550.27,648.69,8254.05,9730.35,1476.3,15.17%
2024-04-11,ORD-1696,Mark Watson,Enterprise,Nashville,TN,Electronics,Smartphones,95,218.65,320.4,20771.75,30438.0,9666.25,31.76%
2024-04-14,ORD-1697,Daniel Perez,Enterprise,Charlotte,NC,Furniture,Office Chairs,69,593.34,907.15,40940.46,62593.35,21652.89,34.59%
2024-03-11,ORD-1698,Sarah King,Consumer,Minneapolis,MN,Office Supplies,Pens,75,396.86,584.83,29764.5,43862.25,14097.75,32.14%
2024-12-19,ORD-1699,Linda King,Small Business,Denver,CO,Electronics,Smartwatches,5,127.73,227.89,638.65,1139.45,500.8,43.95%
2024-02-10,ORD-1700,Jessica Watson,Small Business,Denver,CO,Electronics,Laptops,33,196.7,261.4,6491.1,8626.2,2135.1,24.75%
2024-02-02,ORD-1701,Diana Frank,Business,Columbus,OH,Office Supplies,Envelopes,99,159.38,252.77,15778.62,25024.23,9245.61,36.95%
2024-02-21,ORD-1702,Olivia Perez,Business,Detroit,MI,Office Supplies,Notebooks,32,366.66,640.11,11733.12,20483.52,8750.4,42.72%
2024-10-15,ORD-1703,Mark Hall,Small Business,Los Angeles,CA,Office Supplies,Staplers,2,402.96,427.04,805.92,854.08,48.16,5.64%
2024-11-28,ORD-1704,Daniel Anderson,Small Business,Detroit,MI,Furniture,Lamps,45,40.19,61.21,1808.55,2754.45,945.9,34.34%
2024-06-21,ORD-1705,Michael Davis,Business,Chicago,IL,Electronics,Smartwatches,94,401.57,650.64,37747.58,61160.16,23412.58,38.28%
2024-06-06,ORD-1706,Emily Frank,Business,Seattle,WA,Electronics,Headphones,14,275.03,372.95,3850.42,5221.3,1370.88,26.26%
2024-03-02,ORD-1707,Robert Anderson,Small Business,Boston,MA,Electronics,Smartphones,1,241.82,443.4,241.82,443.4,201.58,45.46%
2024-12-04,ORD-1708,Mike Martinez,Consumer,Minneapolis,MN,Office Supplies,Staplers,30,202.24,271.57,6067.2,8147.1,2079.9,25.53%
2024-05-24,ORD-1709,Eric Lee,Enterprise,Chicago,IL,Electronics,Laptops,74,47.56,82.91,3519.44,6135.34,2615.9,42.64%
2024-09-14,ORD-1710,Diana King,Small Business,Nashville,TN,Office Supplies,Pens,23,81.46,86.7,1873.58,1994.1,120.52,6.04%
2024-08-15,ORD-1711,Anna Carter,Enterprise,Boston,MA,Electronics,Printers,60,21.57,33.2,1294.2,1992.0,697.8,35.03%
2024-06-14,ORD-1712,Eric Gonzalez,Enterprise,New Orleans,LA,Office Supplies,Notebooks,48,203.09,359.01,9748.32,17232.48,7484.16,43.43%
2024-04-01,ORD-1713,Daniel Frank,Business,Indianapolis,IN,Office Supplies,Envelopes,31,583.8,667.72,18097.8,20699.32,2601.52,12.57%
2024-04-08,ORD-1714,John Chen,Consumer,Houston,TX,Office Supplies,Notebooks,59,465.46,790.89,27462.14,46662.51,19200.37,41.15%
2024-03-24,ORD-1715,John Martinez,Business,Portland,OR,Office Supplies,Envelopes,62,259.46,335.35,16086.52,20791.7,4705.18,22.63%
2024-01-30,ORD-1716,Robert Turner,Consumer,Portland,OR,Electronics,Smartphones,90,260.67,443.27,23460.3,39894.3,16434.0,41.19%
2024-04-04,ORD-1717,Robert Perez,Small Business,Miami,FL,Furniture,Chairs,31,202.98,321.59,6292.38,9969.29,3676.91,36.88%
2024-03-28,ORD-1718,Jessica Anderson,Enterprise,Charlotte,NC,Electronics,Smartwatches,33,274.36,392.88,9053.88,12965.04,3911.16,30.17%
2024-01-21,ORD-1719,Diana Singh,Business,Salt Lake City,UT,Furniture,Desks,13,530.58,966.98,6897.54,12570.74,5673.2,45.13%
2024-10-17,ORD-1720,Paul Frank,Consumer,Portland,OR,Office Supplies,Notebooks,66,393.55,482.87,25974.3,31869.42,5895.12,18.5%
2024-05-28,ORD-1721,Karen Rivera,Small Business,Indianapolis,IN,Furniture,Cabinets,85,579.05,818.89,49219.25,69605.65,20386.4,29.29%
2024-01-11,ORD-1722,Nicole Anderson,Consumer,Phoenix,AZ,Office Supplies,Envelopes,20,344.7,537.54,6894.0,10750.8,3856.8,35.87%
2024-10-02,ORD-1723,Anna Adams,Consumer,Los Angeles,CA,Furniture,Tables,47,243.11,394.37,11426.17,18535.39,7109.22,38.35%
2024-05-04,ORD-1724,Karen Anderson,Consumer,Houston,TX,Electronics,Printers,62,529.1,946.8,32804.2,58701.6,25897.4,44.12%
2024-09-24,ORD-1725,Laura Gonzalez,Small Business,Boston,MA,Office Supplies,Binders,53,100.2,192.69,5310.6,10212.57,4901.97,48.0%
2024-08-20,ORD-1726,Mike Watson,Small Business,Houston,TX,Electronics,Smartphones,43,543.75,658.06,23381.25,28296.58,4915.33,17.37%
2024-07-22,ORD-1727,Maria Frank,Business,Cleveland,OH,Office Supplies,Envelopes,71,76.88,130.31,5458.48,9252.01,3793.53,41.0%
2024-12-27,ORD-1728,Laura Evans,Consumer,Detroit,MI,Office Supplies,Pens,88,55.9,78.8,4919.2,6934.4,2015.2,29.06%
2024-02-03,ORD-1729,Anthony Rivera,Small Business,Seattle,WA,Furniture,Desks,8,167.21,304.07,1337.68,2432.56,1094.88,45.01%
2024-03-22,ORD-1730,Daniel Singh,Consumer,San Francisco,CA,Office Supplies,Pens,25,552.19,914.79,13804.75,22869.75,9065.0,39.64%
2024-12-11,ORD-1731,Maria Green,Small Business,Los Angeles,CA,Furniture,Office Chairs,13,347.32,520.28,4515.16,6763.64,2248.48,33.24%
2024-03-16,ORD-1732,Mark Evans,Consumer,Minneapolis,MN,Office Supplies,Markers,47,167.63,333.43,7878.61,15671.21,7792.6,49.73%
2024-06-15,ORD-1733,Paul Brown,Small Business,San Francisco,CA,Electronics,Laptops,14,521.35,691.98,7298.9,9687.72,2388.82,24.66%
2024-12-15,ORD-1734,Mike Carter,Enterprise,Phoenix,AZ,Furniture,Desks,22,325.78,357.53,7167.16,7865.66,698.5,8.88%
2024-01-02,ORD-1735,Sarah Singh,Small Business,Los Angeles,CA,Furniture,Sofas,89,356.01,668.63,31684.89,59508.07,27823.18,46.76%
2024-02-23,ORD-1736,Jessica Martinez,Enterprise,Minneapolis,MN,Furniture,Desks,72,464.95,490.47,33476.4,35313.84,1837.44,5.2%
2024-12-27,ORD-1737,Olivia Rivera,Small Business,Nashville,TN,Electronics,Headphones,39,521.18,736.41,20326.02,28719.99,8393.97,29.23%
2024-08-18,ORD-1738,Linda Lee,Enterprise,Phoenix,AZ,Electronics,Smartwatches,98,507.0,741.2,49686.0,72637.6,22951.6,31.6%
2024-04-30,ORD-1739,Mark Singh,Business,Indianapolis,IN,Furniture,Lamps,61,567.48,1063.51,34616.28,64874.11,30257.83,46.64%
2024-12-30,ORD-1740,Anthony Hall,Small Business,Chicago,IL,Furniture,Lamps,73,335.7,416.1,24506.1,30375.3,5869.2,19.32%
2024-07-31,ORD-1741,Michael Lee,Business,Seattle,WA,Electronics,Smartwatches,91,167.84,207.3,15273.44,18864.3,3590.86,19.04%
2024-10-20,ORD-1742,Mark Green,Consumer,Charlotte,NC,Office Supplies,Notebooks,28,238.31,352.07,6672.68,9857.96,3185.28,32.31%
2024-08-07,ORD-1743,Michael Evans,Business,San Francisco,CA,Electronics,Laptops,30,194.66,307.35,5839.8,9220.5,3380.7,36.67%
